movie,metascore,rating,runtime,genre1,release_date,release_year,rat_avg,rat_count,rat_poscount,rat_mixcount,rat_negcount,prodbudget,adbudget,franchise,source,domgross,intlgross,distributor
Red Eye,71,PG-13,85,Thriller,19aug2005,2005,6.1,122,73,21,28,26000000,,,Original Screenplay,57891803,37685971,Dreamworks SKG
The 40 Year Old Virgin,73,Unrated,116,Comedy,19aug2005,2005,7.5,224,184,13,27,26000000,,,Original Screenplay,109449237,67929408,Universal
The Baxter,51,PG-13,91,Drama,26aug2005,2005,6.9,9,7,0,2,,,,Original Screenplay,181872,,IFC Films
The Cave,30,PG-13,97,Action,26aug2005,2005,3.6,24,9,2,13,30000000,,,Original Screenplay,15007991,18288466,Sony Pictures
The Brothers Grimm,51,PG-13,118,Adventure,26aug2005,2005,5.3,56,29,8,19,80000000,,,Original Screenplay,37916267,67400000,Miramax/Dimension
The Constant Gardener,82,R,129,Drama,31aug2005,2005,6.9,220,153,20,47,25500000,,,Based on Book/Short Story,33579797,48886873,Focus Features
William Eggleston in the Real World,69,,87,Biography,31aug2005,2005,6.3,4,3,0,1,,,,Based on Real Life Events,44435,,Palm Pictures
A Sound of Thunder,24,PG-13,110,Action,02sep2005,2005,2.6,30,8,2,20,80000000,,,Based on Book/Short Story,1900451,9765014,Warner Bros.
Margaret Cho: Assassin,40,Not Rated,90,Comedy,02sep2005,2005,4.4,8,3,0,5,,,,Original Screenplay,40123,,Regent Releasing
Underclassman,19,PG-13,95,Action,02sep2005,2005,1.8,16,2,1,13,25000000,,,Original Screenplay,5655459,224096,Miramax
Green Street Hooligans,55,R,109,Drama,09sep2005,2005,8.699999999999999,78,70,0,8,,,,Original Screenplay,346830,2807516,Freestyle Releasing
The Man,33,PG-13,83,Action,09sep2005,2005,5.9,11,6,1,4,20000000,,,Original Screenplay,8330720,5154425,New Line
Keane,79,R,100,Drama,09sep2005,2005,8,13,10,1,2,,,,Original Screenplay,33256,361134,Magnolia Pictures
The Exorcism of Emily Rose,46,Unrated,119,Drama,09sep2005,2005,6.4,69,47,11,11,18000000,,,Based on Real Life Events,75072454,69144014,Sony Pictures
Music from the Inside Out,67,,89,Documentary,09sep2005,2005,9.300000000000001,4,4,0,0,,,,Based on Real Life Events,141504,,Emerging Pictures
Lord of War,62,R,122,Drama,16sep2005,2005,7.4,101,81,5,15,42000000,,,Original Screenplay,24149632,48467436,Lionsgate
Just Like Heaven,47,PG-13,95,Fantasy,16sep2005,2005,7.3,32,24,5,3,58000000,,,Based on Book/Short Story,48318130,54536301,Dreamworks SKG
Proof,64,PG-13,100,Drama,16sep2005,2005,7.1,33,27,3,3,20000000,,,Based on Play,7535331,6654529,Miramax
The Thing About My Folks,48,PG-13,96,Comedy,16sep2005,2005,8.699999999999999,6,6,0,0,,,,Original Screenplay,816403,6934,Picturehouse
Cry_Wolf,39,Not Rated,90,Drama,16sep2005,2005,5.7,25,14,2,9,1000000,,,Original Screenplay,10047674,5537821,Focus/Rogue Pictures
One Bright Shining Moment,64,,123,Documentary,16sep2005,2005,8.4,5,4,0,1,,,,Based on Real Life Events,15504,,First Run Features
HellBent,45,R,85,Thriller,16sep2005,2005,5.6,8,5,1,2,,,,Original Screenplay,183066,,Regent Releasing
Thumbsucker,69,R,96,Drama,16sep2005,2005,7.6,29,24,3,2,4000000,,,Based on Book/Short Story,1328679,590518,Sony Pictures Classics
Everything Is Illuminated,58,PG-13,106,Drama,16sep2005,2005,8,38,32,4,2,,,,Based on Book/Short Story,1712337,1889637,Warner Independent
Dorian Blues,52,,88,Comedy,23sep2005,2005,8.300000000000001,4,3,1,0,,,,Original Screenplay,72234,,TLA Releasing
Flightplan,53,PG-13,98,Drama,23sep2005,2005,5.3,76,39,15,22,55000000,,,Original Screenplay,89707299,133680000,Walt Disney Pictures
Roll Bounce,59,PG-13,112,Drama,23sep2005,2005,7.5,6,5,0,1,10000000,,,Original Screenplay,17380866,120000,Fox Searchlight
A History of Violence,81,R,96,Drama,23sep2005,2005,6.9,557,381,42,134,32000000,,,Based on Comic/Graphic Novel,31504633,29236194,New Line
Dirty Love,9,Unrated,91,Comedy,23sep2005,2005,3,83,25,1,57,,,,Original Screenplay,36099,,First Look
Into the Fire,19,R,95,Drama,23sep2005,2005,,3,2,0,1,,,,Original Screenplay,0,,Slowhand Cinema
Daltry Calhoun,30,PG-13,100,Drama,23sep2005,2005,8.5,6,6,0,0,,,,Original Screenplay,12551,,Miramax
Occupation: Dreamland,66,Unrated,78,War,23sep2005,2005,7.8,4,3,0,1,,,,Based on Real Life Events,8018,,Rumur
Forty Shades of Blue,74,R,108,Drama,28sep2005,2005,8,5,4,0,1,1500000,,,Original Screenplay,75828,96741,Vitagraph Films
Three Days of Rain,52,R,96,Drama,30sep2005,2005,,3,3,0,0,,,,Original Screenplay,2841,,Rogue Arts
Into the Blue,45,PG-13,110,Action,30sep2005,2005,5.5,19,11,3,5,50000000,,,Original Screenplay,18801234,25633205,Sony Pictures
The Greatest Game Ever Played,55,PG,120,Drama,30sep2005,2005,7.9,13,12,1,0,25000000,,,Based on Book/Short Story,15337393,93784,Walt Disney Pictures
Capote,88,R,114,Biography,30sep2005,2005,7.8,148,125,11,12,7000000,,,Based on Real Life Events,28750530,20482631,Sony Pictures Classics
The War Within,61,Not Rated,90,Drama,30sep2005,2005,8.800000000000001,5,5,0,0,,,,Original Screenplay,74655,,Magnolia Pictures
Screen Door Jesus,61,R,119,Drama,30sep2005,2005,,0,0,0,0,,,,Based on Book/Short Story,43124,,Indican Pictures
"The Prize Winner of Defiance, Ohio",58,PG-13,99,Biography,30sep2005,2005,7.6,9,8,1,0,,,,Based on Book/Short Story,627844,61184,Dreamworks SKG
Going Shopping,56,PG-13,106,Drama,30sep2005,2005,,0,0,0,0,,,,Original Screenplay,31908,,Rainbow Releasing
Sueno,40,PG-13,108,Drama,30sep2005,2005,8,4,3,0,1,,,,Original Screenplay,5729,,Sony Pictures
Little Manhattan,52,PG,84,Comedy,30sep2005,2005,9.699999999999999,13,13,0,0,,,,Original Screenplay,385373,732547,20th Century Fox
Once Upon a Time in the West (re-release),80,M,175,Western,30sep2005,2005,9.199999999999999,20,19,1,0,5000000,,,Original Screenplay,5321508,,Paramount Pictures
Serenity,74,PG-13,119,Action,30sep2005,2005,9.199999999999999,470,441,5,24,39000000,,,Based on TV,25514517,13354947,Universal
Two for the Money,50,R,122,Drama,07oct2005,2005,4.1,32,13,5,14,20000000,,,Original Screenplay,22991379,7535130,Universal
"Good Night, and Good Luck.",80,PG,93,Drama,07oct2005,2005,7.5,124,98,8,18,7000000,,,Based on Real Life Events,31558003,23083188,Warner Independent
Never Been Thawed,41,R,87,Comedy,07oct2005,2005,,3,3,0,0,,,,Original Screenplay,47219,,Indican Pictures
The Gospel,46,PG,105,Drama,07oct2005,2005,6.8,6,4,0,2,,,,Original Screenplay,15778152,,Sony Pictures
In Her Shoes,60,PG-13,130,Drama,07oct2005,2005,6.7,35,27,4,4,,,,Based on Book/Short Story,32880591,50193292,20th Century Fox
Domino,36,R,127,Action,14oct2005,2005,4.9,52,29,3,20,50000000,,,Based on Real Life Events,10169202,12775300,New Line
Elizabethtown,45,PG-13,123,Drama,14oct2005,2005,5.4,97,52,8,37,54000000,,,Original Screenplay,26850426,25184463,Paramount Pictures
The Fog,27,TV-14,100,Action,14oct2005,2005,3,36,8,2,26,18000000,,,Remake,29550869,16650563,Sony Pictures
Loggerheads,62,PG-13,95,Drama,14oct2005,2005,7.6,5,4,0,1,,,,Based on Real Life Events,115314,,Strand
North Country,68,R,126,Drama,14oct2005,2005,7.4,51,40,6,5,30000000,,,Based on Real Life Events,18337722,6873453,Warner Bros.
Protocols of Zion,60,R,95,Documentary,21oct2005,2005,6.6,7,5,1,1,,,,,178875,,ThinkFilm
Emmanuel's Gift,61,G,80,Documentary,21oct2005,2005,,3,2,1,0,,,,Based on Real Life Events,23728,,First Look
"White King, Red Rubber, Black Death",65,,84,Documentary,21oct2005,2005,,0,0,0,0,,,,Based on Real Life Events,6458,,ArtMattan Productions
Doom,34,Unrated,100,Action,21oct2005,2005,6.1,143,84,16,43,70000000,,,Based on Game,28212337,27774984,Universal
Dreamer: Inspired by a True Story,59,PG,106,Drama,21oct2005,2005,6.4,31,18,4,9,,,,Based on Real Life Events,32751093,5990639,Dreamworks SKG
After Innocence,74,Unrated,95,Documentary,21oct2005,2005,8.800000000000001,5,5,0,0,,,,Based on Real Life Events,114264,,New Yorker
The Roost,62,,80,Horror,21oct2005,2005,6.7,6,5,0,1,,,,,5642,,Vitagraph Films
Stay,41,TV-MA,99,Drama,21oct2005,2005,6.8,54,38,3,13,,,,Original Screenplay,3626883,4715249,20th Century Fox
The Optimists,66,,83,Documentary,21oct2005,2005,,0,0,0,0,,,,Based on Real Life Events,2377,,Castle Hill Productions
Shopgirl,62,R,106,Drama,21oct2005,2005,6.4,54,36,10,8,,,,Based on Book/Short Story,10284523,1303682,Walt Disney Pictures
Kids in America,38,PG-13,91,Drama,21oct2005,2005,8,16,13,1,2,,,,Original Screenplay,537667,,Slowhand Cinema
Kiss Kiss Bang Bang,72,R,102,Mystery,21oct2005,2005,7.5,88,73,5,10,15000000,,,Based on Book/Short Story,4243756,11541392,Warner Bros.
Ballets russes,81,,118,Documentary,26oct2005,2005,9.4,13,13,0,0,,,,Based on Real Life Events,815848,515515,Zeitgeist
The Weather Man,61,R,102,Drama,28oct2005,2005,7.5,50,40,3,7,20000000,,,Original Screenplay,12482775,6556995,Paramount Pictures
New York Doll,72,PG-13,75,Documentary,28oct2005,2005,8.699999999999999,13,12,0,1,,,,Based on Real Life Events,219672,17464,First Independent Pictures
Prime,58,R,105,Drama,28oct2005,2005,6.2,47,29,7,11,,,,Original Screenplay,22827153,45110341,Universal
I Love Your Work,39,R,111,Drama,04nov2005,2005,6.8,5,3,1,1,1600000,,,Original Screenplay,3264,,ThinkFilm
Jarhead,58,R,125,Biography,04nov2005,2005,7,149,109,9,31,72000000,,,Based on Book/Short Story,62658220,34231778,Universal
Wal-Mart: The High Cost of Low Price,71,TV-PG,98,Documentary,04nov2005,2005,7.5,8,6,1,1,,,,Based on Real Life Events,0,,Cinema Libre
Brooklyn Lobster,55,R,94,Drama,04nov2005,2005,,0,0,0,0,,,,Original Screenplay,138267,,Meadowbrook
The Dying Gaul,62,R,101,Drama,04nov2005,2005,6.6,10,7,2,1,,,,Based on Play,342747,2294,Holedigger Studios
Christmas in the Clouds,56,PG,96,Comedy,04nov2005,2005,9.300000000000001,12,11,1,0,,,,Original Screenplay,279225,,Slowhand Cinema
Gay Sex in the 70s,65,,67,Documentary,04nov2005,2005,6.5,11,7,0,4,,,,Based on Real Life Events,249565,,Lovett
Chicken Little,48,G,81,Adventure,04nov2005,2005,5.1,75,35,13,27,60000000,,,Original Screenplay,135386665,179046172,Walt Disney Pictures
Get Rich or Die Tryin',45,R,117,Biography,09nov2005,2005,4.9,95,48,2,45,40000000,,,Original Screenplay,30985352,15457176,Paramount Pictures
Derailed,40,Not Rated,108,Drama,11nov2005,2005,6.6,55,37,8,10,22000000,,,Based on Book/Short Story,36024076,21455000,Weinstein Co.
Duane Hopwood,53,R,83,Drama,11nov2005,2005,8.199999999999999,5,5,0,0,,,,Original Screenplay,13510,,IFC Films
Ellie Parker,51,R,95,Comedy,11nov2005,2005,5,6,3,1,2,,,,Original Screenplay,34410,11316,Strand
The Comedians of Comedy,46,R,103,Comedy,11nov2005,2005,7.4,5,4,1,0,,,,Based on Real Life Events,549,,Vitagraph Films
Bee Season,54,PG-13,104,Drama,11nov2005,2005,5.1,16,7,4,5,,,,Based on Book/Short Story,1180560,5676429,Fox Searchlight
Sarah Silverman: Jesus Is Magic,63,,72,Comedy,11nov2005,2005,6.2,33,23,0,10,,,,Original Screenplay,1324339,9460,IDP/Goldwyn/Roadside
Zizek!,51,,71,Documentary,17nov2005,2005,,2,2,0,0,,,,Based on Real Life Events,20177,20154,Zeitgeist
Walk the Line,72,PG-13,136,Biography,18nov2005,2005,7.8,162,131,15,16,29000000,,,Based on Real Life Events,119519402,66919481,20th Century Fox
The Ice Harvest,62,R,92,Drama,23nov2005,2005,4.9,30,13,6,11,,,,Based on Book/Short Story,9016782,1140186,Focus Features
Streets of Legend,60,R,96,Action,23nov2005,2005,,3,2,0,1,,,,Original Screenplay,5471,,Lionsgate
In the Mix,31,PG-13,95,Comedy,23nov2005,2005,3.8,20,8,0,12,,,,Original Screenplay,10223896,,Lionsgate
Rent,53,PG-13,135,Drama,23nov2005,2005,7.4,170,127,8,35,40000000,,,Based on Musical/Opera,29077547,2593073,Sony Pictures
Just Friends,47,PG-13,96,Comedy,23nov2005,2005,7.2,39,30,7,2,,,,Original Screenplay,32619671,18292763,New Line
"Yours, Mine and Ours",38,PG,90,Comedy,23nov2005,2005,2.8,21,6,2,13,45000000,,,Remake,53412862,18615890,Paramount Pictures
Syriana,76,R,126,Drama,23nov2005,2005,7.9,326,258,23,45,50000000,,,Based on Book/Short Story,50824620,43150000,Warner Bros.
The Boys of Baraka,71,Unrated,84,Documentary,30nov2005,2005,7.8,6,5,1,0,,,,Based on Real Life Events,323860,,ThinkFilm
The Kid & I,37,PG-13,93,Comedy,02dec2005,2005,,0,0,0,0,,,,Original Screenplay,0,,Slowhand Cinema
Transamerica,66,R,103,Adventure,02dec2005,2005,7.9,50,45,1,4,1000000,,,Original Screenplay,9015303,6136441,Weinstein Co.
Be Here to Love Me: A Film About Townes Van Zandt,69,,99,Biography,02dec2005,2005,7.8,4,4,0,0,,,,Based on Real Life Events,129988,,Palm Pictures
on Flux,36,PG-13,93,Action,02dec2005,2005,5.9,152,93,19,40,55000000,,,Based on TV,25874337,26429664,Paramount Pictures
The World's Fastest Indian,68,PG-13,127,Biography,07dec2005,2005,9.199999999999999,37,36,1,0,25000000,,,Based on Real Life Events,5128124,13169566,Magnolia Pictures
Isn't This a Time! A Tribute Concert for Harold Leventhal,72,,90,Documentary,09dec2005,2005,,3,3,0,0,,,,Based on Real Life Events,4683,,Seventh Art Releasing
Brokeback Mountain,87,R,134,Drama,09dec2005,2005,8.199999999999999,1072,888,34,150,13900000,,,Based on Book/Short Story,83043761,95018998,Focus Features
Memoirs of a Geisha,54,PG-13,145,Drama,09dec2005,2005,6.6,126,85,12,29,85000000,,,Based on Book/Short Story,57490508,104752454,Sony Pictures
The Three Burials of Melquiades Estrada,77,R,121,Adventure,16dec2005,2005,7.7,62,49,5,8,,,,Original Screenplay,5027684,4017680,Sony Pictures Classics
The Producers,52,PG-13,134,Comedy,16dec2005,2005,7.9,144,116,7,21,45000000,,,Remake,19398532,18659803,Universal
The Big White,31,R,100,Drama,16dec2005,2005,7.7,6,5,1,0,,,,Original Screenplay,0,367241,Lionsgate
The Family Stone,56,PG-13,103,Drama,16dec2005,2005,4.4,105,46,8,51,18000000,,,Original Screenplay,60062868,32220983,20th Century Fox
Fun with Dick and Jane,47,PG-13,90,Comedy,21dec2005,2005,4.9,65,32,12,21,140000000,,,Remake,110332737,91693375,Sony Pictures
The White Countess,60,PG-13,135,Drama,21dec2005,2005,7.6,10,8,2,0,16000000,,,Original Screenplay,1669971,2422711,Sony Pictures Classics
The Ringer,46,PG-13,94,Comedy,23dec2005,2005,5.7,29,15,6,8,,,,Original Screenplay,35428675,5013762,Fox Searchlight
Munich,74,R,164,Drama,23dec2005,2005,7.1,221,168,20,33,75000000,,,Based on Real Life Events,47403685,82955226,Universal
The Matador,65,R,96,Drama,23dec2005,2005,7.2,54,45,2,7,10000000,,,Original Screenplay,12594698,4711583,Weinstein Co.
The New World,69,PG-13,135,Adventure,25dec2005,2005,6.7,158,108,13,37,30000000,,,Original Screenplay,12712093,17823920,New Line
Casanova,57,R,112,Adventure,25dec2005,2005,5,41,22,2,17,,,,Traditional/Legend/Fairytale,11304403,26387241,Walt Disney Pictures
Rumor Has It...,35,PG-13,97,Comedy,25dec2005,2005,4.1,48,16,6,26,,,,Original Screenplay,43000262,45933300,Warner Bros.
Match Point,72,R,124,Drama,28dec2005,2005,7.1,224,159,16,49,15000000,,,Original Screenplay,23151529,62154845,Dreamworks SKG
BloodRayne,18,Unrated,95,Action,06jan2006,2006,7.9,359,284,0,75,25000000,22000000,,Based on Game,2405420,1244855,Romar
Grandma's Boy,33,R,94,Comedy,06jan2006,2006,7.3,93,70,7,16,5000000,,,Original Screenplay,6090172,476105,20th Century Fox
Film Geek,35,Not Rated,78,Comedy,13jan2006,2006,8.6,12,11,0,1,,,,Original Screenplay,17341,,First Run Features
April's Shower,38,R,98,Comedy,13jan2006,2006,,0,0,0,0,,,,Original Screenplay,16377,,Regent Releasing
Last Holiday,52,PG-13,112,Adventure,13jan2006,2006,7.9,19,16,2,1,45000000,,,Remake,38399961,4943287,Paramount Pictures
Glory Road,58,PG,118,Drama,13jan2006,2006,7.8,28,23,3,2,,,,Based on Real Life Events,42647449,291000,Walt Disney Pictures
The Fall of Fujimori,73,,83,Documentary,18jan2006,2006,,2,2,0,0,,,,Based on Real Life Events,4630,,Cinema Libre
Bubble,63,R,73,Drama,27jan2006,2006,6.6,18,13,2,3,1600000,,,Original Screenplay,145626,116340,Magnolia Pictures
Annapolis,37,PG-13,108,Drama,27jan2006,2006,4,26,10,2,14,,,,Original Screenplay,17127992,369000,Walt Disney Pictures
Cowboy del Amor,57,,86,Documentary,03feb2006,2006,8.6,8,7,0,1,,,,Based on Real Life Events,4438,,Emerging Pictures
The Tenants,46,Not Rated,31,Drama,03feb2006,2006,,3,2,0,1,,,,Based on Book/Short Story,2010,,Millenium Films
Something New,64,PG-13,99,Drama,03feb2006,2006,7.6,14,11,1,2,,,,Original Screenplay,11468568,15101,Focus Features
Tamara,34,R,98,Thriller,03feb2006,2006,4.7,7,3,0,4,,,,Original Screenplay,206871,,City Lights Pictures
When a Stranger Calls,27,PG-13,87,Thriller,03feb2006,2006,4.9,88,43,7,38,15000000,,,Remake,47860214,19106773,Sony Pictures
A Good Woman,53,PG,93,Drama,06feb2006,2006,7.3,8,5,3,0,,,,Based on Play,238609,6639233,Lionsgate
London,24,R,92,Drama,10feb2006,2006,7.6,21,17,0,4,2000000,,,Original Screenplay,20361,,IDP/Goldwyn/Roadside
Firewall,45,PG-13,105,Thriller,10feb2006,2006,5.4,39,19,8,12,,,,Original Screenplay,48751189,34000000,Warner Bros.
Through the Fire,65,,103,Biography,10feb2006,2006,9.300000000000001,15,14,0,1,,,,Based on Real Life Events,25752,,Cinema Libre
Neil Young: Heart of Gold,85,PG,103,Documentary,10feb2006,2006,9.300000000000001,32,31,0,1,,,,Based on Real Life Events,1904606,297327,Paramount Vantage
The Second Chance,52,PG-13,102,Drama,17feb2006,2006,7,8,6,0,2,,,,Original Screenplay,463542,,Sony Pictures
Winter Passing,56,R,98,Drama,17feb2006,2006,7.7,9,8,1,0,3500000,,,Original Screenplay,107492,6291,Focus Features
Date Movie,11,Unrated,83,Comedy,17feb2006,2006,3.1,167,46,10,111,20000000,,,Original Screenplay,48548426,36247230,20th Century Fox
Eight Below,64,PG,120,Adventure,17feb2006,2006,8,55,46,4,5,40000000,,,Remake,81612565,38843429,Walt Disney Pictures
Freedomland,43,R,113,Drama,17feb2006,2006,4.7,39,19,1,19,,,,Based on Book/Short Story,12512886,2142742,Sony Pictures
Street Fight,85,,83,Documentary,22feb2006,2006,8.800000000000001,6,6,0,0,,,,Based on Real Life Events,4779,,Frontier
Running Scared,41,R,122,Action,24feb2006,2006,7.1,59,44,2,13,17000000,,,Original Screenplay,6855137,2524892,New Line
Trudell,48,,80,Documentary,24feb2006,2006,,0,0,0,0,,,,Based on Real Life Events,26756,,Balcony Releasing
Unknown White Male,65,PG-13,88,Biography,24feb2006,2006,4.5,12,5,1,6,,,,Based on Real Life Events,126836,4420,WellSpring
"Sorry, Haters",43,,83,Drama,01mar2006,2006,7.6,8,7,0,1,,,,Original Screenplay,7129,,IFC Films
Our Brand Is Crisis,69,Unrated,85,Documentary,01mar2006,2006,7.8,5,4,1,0,,,,Based on Real Life Events,166750,,Koch Lorber Films
Deep Sea,78,G,41,Documentary,03mar2006,2006,8.300000000000001,4,4,0,0,,,,Based on Real Life Events,44499043,38892449,Warner Bros.
Ultraviolet,18,PG-13,88,Action,03mar2006,2006,2.9,178,48,10,120,30000000,,,Original Screenplay,18535812,12534399,Sony Pictures
Block Party,84,R,103,Comedy,03mar2006,2006,7.4,42,33,2,7,3000000,,,Based on Real Life Events,11718595,333329,Focus Features
16 Blocks,63,PG-13,105,Action,03mar2006,2006,6.3,75,54,8,13,45000000,,,Original Screenplay,36895141,28769580,Warner Bros.
Aquamarine,51,PG,104,Fantasy,03mar2006,2006,7.8,54,43,1,10,12000000,,,Based on Book/Short Story,18597342,4409507,20th Century Fox
Ask the Dust,58,R,117,Drama,10mar2006,2006,5.7,14,7,3,4,,,,Based on Book/Short Story,743847,1716210,Paramount Pictures
Game 6,56,R,87,Drama,10mar2006,2006,6.4,7,5,1,1,,,,Original Screenplay,129664,,Kindred Media Group
The Heart Is Deceitful Above All Things,27,R,97,Drama,10mar2006,2006,5.6,11,7,0,4,,,,Based on Book/Short Story,29058,182297,Palm Pictures
The Shaggy Dog,43,PG,98,Fantasy,10mar2006,2006,5.3,19,10,2,7,60000000,,,Remake,61123569,26010711,Walt Disney Pictures
Failure to Launch,47,PG-13,97,Comedy,10mar2006,2006,5.6,48,26,8,14,50000000,,,Original Screenplay,88715192,39691695,Paramount Pictures
Find Me Guilty,65,R,125,Drama,17mar2006,2006,7.9,19,16,2,1,13000000,,,Based on Real Life Events,1173643,1462994,Freestyle Releasing
The Zodiac,21,R,92,Drama,17mar2006,2006,4.2,6,2,1,3,,,,Based on Book/Short Story,45148,41724,ThinkFilm
Don't Come Knocking,55,R,122,Drama,17mar2006,2006,6.9,7,6,0,1,,,,Original Screenplay,440793,4222708,Sony Pictures Classics
Beyond Honor,32,,101,Drama,17mar2006,2006,,2,2,0,0,,,,Original Screenplay,6437,,International Film Circuit
Thank You for Smoking,71,R,92,Drama,17mar2006,2006,7.6,102,87,7,8,7500000,8000000,,Based on Book/Short Story,24793509,14529518,Fox Searchlight
V for Vendetta,62,R,132,Action,17mar2006,2006,7.9,463,384,25,54,50000000,,,Based on Comic/Graphic Novel,70511035,62000000,Warner Bros.
Don't Trip ... He Ain't Through with Me Yet,59,PG,90,Comedy,17mar2006,2006,,0,0,0,0,,,,Based on Real Life Events,319021,,Freestyle Releasing
She's the Man,45,PG-13,105,Comedy,17mar2006,2006,6.6,56,39,5,12,25000000,,,Based on Play,33741133,23453534,Paramount Pictures
American Gun,48,R,95,Drama,22mar2006,2006,5.3,8,4,3,1,,,,Original Screenplay,24098,10040,IFC Films
Mardi Gras: Made in China,57,,72,Documentary,24mar2006,2006,,0,0,0,0,,,,Based on Real Life Events,2500,,Carnivalesque Films
Larry the Cable Guy: Health Inspector,21,PG-13,89,Comedy,24mar2006,2006,3.4,22,6,4,12,17000000,,,Original Screenplay,15680099,,Lionsgate
Inside Man,76,R,129,Drama,24mar2006,2006,7.3,155,127,9,19,50000000,,,Original Screenplay,88513495,95862759,Universal
Stay Alive,24,PG-13,85,Thriller,24mar2006,2006,3.7,63,23,2,38,20000000,,,Original Screenplay,23086480,4018615,Walt Disney Pictures
Lonesome Jim,54,R,91,Drama,24mar2006,2006,7.3,8,6,1,1,500000,,,Original Screenplay,154187,20628,IFC Films
Drawing Restraint 9,61,,135,Fantasy,29mar2006,2006,6.8,13,8,1,4,,,,Original Screenplay,234743,16266,IFC Films
Marilyn Hotchkiss' Ballroom Dancing & Charm School,40,PG-13,103,Drama,31mar2006,2006,7.4,7,5,0,2,2500000,,,Remake,349132,55738,IDP/Goldwyn/Roadside
The Devil and Daniel Johnston,77,PG-13,110,Biography,31mar2006,2006,9.199999999999999,13,12,1,0,,,,Based on Real Life Events,334450,96532,Sony Pictures Classics
Brick,72,R,110,Drama,31mar2006,2006,7.5,93,73,5,15,450000,,,Original Screenplay,2075743,1843511,Focus/Rogue Pictures
Adam & Steve,48,R,99,Comedy,31mar2006,2006,7,9,7,0,2,,,,Original Screenplay,309404,,TLA Releasing
ATL,63,PG-13,105,Drama,31mar2006,2006,7.5,32,24,2,6,17000000,,,Original Screenplay,21170563,,Warner Bros.
Slither,69,R,95,Sci-Fi,31mar2006,2006,6.5,50,36,3,11,15250000,14000000,,Original Screenplay,7802450,5032486,Universal
Awesome; I Fuckin' Shot That!,68,R,90,Documentary,31mar2006,2006,8.5,4,4,0,0,,,,Based on Real Life Events,162538,15145,ThinkFilm
I Am a Sex Addict,62,Not Rated,98,Biography,05apr2006,2006,7.2,6,5,0,1,,,,Original Screenplay,115694,5096,IFC First Take
Friends with Money,68,R,88,Drama,07apr2006,2006,5.4,52,27,12,13,6500000,,,Original Screenplay,13368437,4876807,Sony Pictures Classics
Take the Lead,55,PG-13,118,Drama,07apr2006,2006,6.3,18,12,1,5,30000000,,,Based on Real Life Events,34742066,31000463,New Line
Sir! No Sir!,74,Not Rated,85,War,07apr2006,2006,7.6,10,8,0,2,,,,Based on Real Life Events,116944,,Balcony Releasing
Phat Girlz,36,PG-13,99,Comedy,07apr2006,2006,7.3,35,27,0,8,3000000,,,Original Screenplay,7061128,342363,Fox Searchlight
When Do We Eat?,37,R,86,Comedy,07apr2006,2006,6.6,12,8,0,4,,,,Original Screenplay,431513,,ThinkFilm
95 Miles to Go,46,R,81,Comedy,07apr2006,2006,,0,0,0,0,,,,Based on Real Life Events,3195,,ThinkFilm
Lucky Number Slevin,53,R,110,Thriller,07apr2006,2006,8.199999999999999,107,94,6,7,27000000,,,Original Screenplay,22495466,33813415,MGM
The Benchwarmers,25,PG-13,80,Comedy,07apr2006,2006,5.4,102,55,7,40,35000000,,,Original Screenplay,59843754,5113537,Sony Pictures
Blackballed: The Bobby Dukes Story,54,,91,Comedy,13apr2006,2006,6.7,0,0,0,0,,,,Original Screenplay,9528,,The 7th Floor
Days of Heaven (re-release),95,PG,94,Drama,14apr2006,2006,8.6,29,26,2,1,3000000,,,Original Screenplay,3446749,214131,Paramount Pictures
The Notorious Bettie Page,64,R,91,Biography,14apr2006,2006,7.5,13,10,3,0,,,,Based on Real Life Events,1415082,362924,Picturehouse
Herbie Hancock: Possibilities,54,PG,90,Documentary,14apr2006,2006,,0,0,0,0,,,,Based on Real Life Events,2493,,Magnolia Pictures
The Sisters,40,R,113,Drama,14apr2006,2006,5.5,4,2,1,1,,,,Based on Book/Short Story,0,,Arclight Films
Hard Candy,58,R,104,Drama,14apr2006,2006,8.6,209,185,6,18,950000,,,Original Screenplay,1024640,5997569,Lionsgate
The Wild,47,G,94,Adventure,14apr2006,2006,2.6,41,10,1,30,80000000,,,Original Screenplay,37384046,64954469,Walt Disney Pictures
The Celestine Prophecy,23,PG,99,Adventure,21apr2006,2006,4.3,13,5,0,8,,,,Based on Book/Short Story,617236,286444,Ram Entertainment
Standing Still,38,R,90,Drama,21apr2006,2006,,3,3,0,0,,,,Original Screenplay,30142,,Freestyle Releasing
Silent Hill,30,R,125,Drama,21apr2006,2006,8.1,564,474,27,63,50000000,,,Based on Game,46982632,50624821,Sony Pictures
American Dreamz,45,PG-13,107,Comedy,21apr2006,2006,4.2,43,15,6,22,17000000,,,Original Screenplay,7191830,9266629,Universal
The Sentinel,48,PG-13,108,Action,21apr2006,2006,6,33,21,6,6,60000000,,,Based on Book/Short Story,36280697,41804130,20th Century Fox
United 93,90,R,111,Drama,28apr2006,2006,7.6,276,211,14,51,18000000,,,Based on Real Life Events,31483450,44802646,Universal
RV,33,PG,99,Adventure,28apr2006,2006,5.5,38,20,7,11,55000000,,,Original Screenplay,71726025,15802148,Sony Pictures
